"nom.size","an","N","T","omega"
0.062,0.2,500,2,-7.50641500010771
0.058,0.3,500,2,-7.50641500010771
0.058,0.4,500,2,-7.50641500010771
0.062,0.05,500,2,-8.81868454156321
0.058,0.1,500,2,-8.81868454156321
0.048,0.15,500,2,-8.81868454156321
0.044,0.2,500,2,-8.81868454156321
0.044,0.3,500,2,-8.81868454156321
0.042,0.4,500,2,-8.81868454156321
0.064,0.05,500,2,-7.36992883409016
0.06,0.1,500,2,-7.36992883409016
0.056,0.15,500,2,-7.36992883409016
0.052,0.2,500,2,-7.36992883409016
0.052,0.3,500,2,-7.36992883409016
0.046,0.4,500,2,-7.36992883409016
0.07,0.05,500,2,-10.2878795955198
0.06,0.1,500,2,-10.2878795955198
0.054,0.15,500,2,-10.2878795955198
0.052,0.2,500,2,-10.2878795955198
0.05,0.3,500,2,-10.2878795955198
0.048,0.4,500,2,-10.2878795955198
0.078,0.05,500,2,-8.60624744028803
0.072,0.1,500,2,-8.60624744028803
0.066,0.15,500,2,-8.60624744028803
0.062,0.2,500,2,-8.60624744028803
0.058,0.3,500,2,-8.60624744028803
0.058,0.4,500,2,-8.60624744028803
0.066,0.05,500,2,-10.1568374054889
0.062,0.1,500,2,-10.1568374054889
0.054,0.15,500,2,-10.1568374054889
0.05,0.2,500,2,-10.1568374054889
0.05,0.3,500,2,-10.1568374054889
0.048,0.4,500,2,-10.1568374054889
0.06,0.05,500,2,-8.47672693136986
0.054,0.1,500,2,-8.47672693136986
0.048,0.15,500,2,-8.47672693136986
0.046,0.2,500,2,-8.47672693136986
0.044,0.3,500,2,-8.47672693136986
0.04,0.4,500,2,-8.47672693136986
0.068,0.05,500,2,-11.8237511877298
0.058,0.1,500,2,-11.8237511877298
0.052,0.15,500,2,-11.8237511877298
0.05,0.2,500,2,-11.8237511877298
0.048,0.3,500,2,-11.8237511877298
0.048,0.4,500,2,-11.8237511877298
0.07,0.05,500,2,-9.85413363795092
0.066,0.1,500,2,-9.85413363795092
0.056,0.15,500,2,-9.85413363795092
0.05,0.2,500,2,-9.85413363795092
0.048,0.3,500,2,-9.85413363795092
0.048,0.4,500,2,-9.85413363795092
0.064,0.05,500,2,-11.6952610352854
0.06,0.1,500,2,-11.6952610352854
0.052,0.15,500,2,-11.6952610352854
0.052,0.2,500,2,-11.6952610352854
0.05,0.3,500,2,-11.6952610352854
0.048,0.4,500,2,-11.6952610352854
0.066,0.05,500,2,-9.72790735952982
0.062,0.1,500,2,-9.72790735952982
0.054,0.15,500,2,-9.72790735952982
0.05,0.2,500,2,-9.72790735952982
